scenario,method,shift_strength,seed,alarm,abstained,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_ci_half_width,global_ess,n_cells,n_eligible_cells,selected_is_planted_group
null,local_ess_gate,1.2,52,False,False,x0<0,"[0.00, 0.14]",0.04149672463806119,34.821777926059845,0.27904814819739254,27.804455838965787,101,4,False
null,simultaneous_ci,1.2,52,False,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5277019707265562,1.0,1.646662576949236,27.804455838965787,101,101,False
planted,naive_max,1.2,52,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9644293513870325,1.0,1.646662576949236,27.804455838965787,101,101,False
planted,global_ess_gate,1.2,52,False,True,x0>1 & x1>1,"[0.00, 0.14]",0.9644293513870325,1.0,1.646662576949236,27.804455838965787,101,0,False
planted,local_ess_gate,1.2,52,False,False,x0<0,"[0.14, 0.29]",0.0527938706264008,21.610973089742497,0.3542154126305276,27.804455838965787,101,4,False
planted,simultaneous_ci,1.2,52,False,False,x0>1 & x1>1,"[0.00, 0.14]",0.9644293513870325,1.0,1.646662576949236,27.804455838965787,101,101,False
null,naive_max,1.2,53,True,False,x1>1.5,"[0.14, 0.29]",0.545513644168757,2.40171582988471,1.0204304064616554,25.652818738973483,64,64,False
null,global_ess_gate,1.2,53,False,True,x1>1.5,"[0.14, 0.29]",0.545513644168757,2.40171582988471,1.0204304064616554,25.652818738973483,64,0,False
null,local_ess_gate,1.2,53,False,False,x2<0,"[0.29, 0.43]",0.07884192687483962,22.24891599566011,0.33526620090660514,25.652818738973483,64,2,False
null,simultaneous_ci,1.2,53,False,False,x1>1.5,"[0.14, 0.29]",0.545513644168757,2.40171582988471,1.0204304064616554,25.652818738973483,64,64,False
planted,naive_max,1.2,53,True,False,x0>0.5,"[0.14, 0.29]",0.7056570328889455,4.814110721202276,0.7207525110446665,25.652818738973483,64,64,True
planted,global_ess_gate,1.2,53,False,True,x0>0.5,"[0.14, 0.29]",0.7056570328889455,4.814110721202276,0.7207525110446665,25.652818738973483,64,0,True
planted,local_ess_gate,1.2,53,True,False,x2<0,"[0.29, 0.43]",0.48524127755049395,22.24891599566011,0.33526620090660514,25.652818738973483,64,2,False
planted,simultaneous_ci,1.2,53,False,False,x0>0.5,"[0.14, 0.29]",0.7056570328889455,4.814110721202276,0.7207525110446665,25.652818738973483,64,64,True
null,naive_max,1.2,54,True,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6237215548522355,1.0,1.6507725923785446,35.46141268580858,104,104,False
null,global_ess_gate,1.2,54,False,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6237215548522355,1.0,1.6507725923785446,35.46141268580858,104,0,False
null,local_ess_gate,1.2,54,False,True,none,none,,,,35.46141268580858,104,0,False
null,simultaneous_ci,1.2,54,False,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6237215548522355,1.0,1.6507725923785446,35.46141268580858,104,104,False
planted,naive_max,1.2,54,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9069956998889149,1.0,1.6507725923785446,35.46141268580858,104,104,False
planted,global_ess_gate,1.2,54,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9069956998889149,1.0,1.6507725923785446,35.46141268580858,104,0,False
planted,local_ess_gate,1.2,54,False,True,none,none,,,,35.46141268580858,104,0,False
planted,simultaneous_ci,1.2,54,False,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9069956998889149,1.0,1.6507725923785446,35.46141268580858,104,104,False
null,naive_max,1.2,55,True,False,x1>1 & x2>1,"[0.29, 0.43]",0.4439600574715985,3.6976431636933116,0.8418777659746433,17.539516708807934,83,83,False
null,global_ess_gate,1.2,55,False,True,x1>1 & x2>1,"[0.29, 0.43]",0.4439600574715985,3.6976431636933116,0.8418777659746433,17.539516708807934,83,0,False
null,local_ess_gate,1.2,55,False,False,x2>0.5,"[0.43, 0.57]",0.052935069452039726,23.36213506616156,0.33493094408731094,17.539516708807934,83,2,False
null,simultaneous_ci,1.2,55,False,False,x1>1 & x2>1,"[0.29, 0.43]",0.4439600574715985,3.6976431636933116,0.8418777659746433,17.539516708807934,83,83,False
planted,naive_max,1.2,55,True,False,x0>1.5,"[0.14, 0.29]",0.7251362726185021,1.9981952064578101,1.145229647537895,17.539516708807934,83,83,False
planted,global_ess_gate,1.2,55,False,True,x0>1.5,"[0.14, 0.29]",0.7251362726185021,1.9981952064578101,1.145229647537895,17.539516708807934,83,0,False
planted,local_ess_gate,1.2,55,False,False,x1>0.5,"[0.43, 0.57]",0.16669278104355478,20.816187604516593,0.3548223289929189,17.539516708807934,83,2,False
planted,simultaneous_ci,1.2,55,False,False,x0>1.5,"[0.14, 0.29]",0.7251362726185021,1.9981952064578101,1.145229647537895,17.539516708807934,83,83,False
null,naive_max,1.2,56,True,False,x0>1.5 & x2>1,"[0.43, 0.57]",0.5152803554367158,1.0,1.6303837442102669,21.505938484784547,90,90,False
null,global_ess_gate,1.2,56,False,True,x0>1.5 & x2>1,"[0.43, 0.57]",0.5152803554367158,1.0,1.6303837442102669,21.505938484784547,90,0,False
null,local_ess_gate,1.2,56,False,False,x2<0,"[0.14, 0.29]",0.07875723723321985,30.035788076874955,0.29748859517382137,21.505938484784547,90,3,False
null,simultaneous_ci,1.2,56,False,False,x0>1.5 & x2>1,"[0.43, 0.57]",0.5152803554367158,1.0,1.6303837442102669,21.505938484784547,90,90,False
planted,naive_max,1.2,56,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.9293676130715008,1.0,1.6303837442102669,21.505938484784547,90,90,False
planted,global_ess_gate,1.2,56,False,True,x0>1 & x2>1,"[0.00, 0.14]",0.9293676130715008,1.0,1.6303837442102669,21.505938484784547,90,0,False
planted,local_ess_gate,1.2,56,True,False,x2<0,"[0.14, 0.29]",0.3548482846786247,30.035788076874955,0.29748859517382137,21.505938484784547,90,3,False
planted,simultaneous_ci,1.2,56,False,False,x0>1 & x2>1,"[0.00, 0.14]",0.9293676130715008,1.0,1.6303837442102669,21.505938484784547,90,90,False
null,naive_max,1.2,57,True,False,x2>1.5,"[0.71, 0.86]",0.5449471271439839,2.4738854085950535,1.0561270706790347,66.81380909991016,112,112,False
null,global_ess_gate,1.2,57,True,False,x2>1.5,"[0.71, 0.86]",0.5449471271439839,2.4738854085950535,1.0561270706790347,66.81380909991016,112,112,False
null,local_ess_gate,1.2,57,False,False,x0>0.5,"[0.29, 0.43]",0.167562799838437,21.753611743970858,0.3561560102694149,66.81380909991016,112,2,True
null,simultaneous_ci,1.2,57,False,False,x2>1.5,"[0.71, 0.86]",0.5449471271439839,2.4738854085950535,1.0561270706790347,66.81380909991016,112,112,False
planted,naive_max,1.2,57,True,False,x0>1.5 & x1>1,"[0.14, 0.29]",0.8288167109089526,1.0,1.6611389597717832,66.81380909991016,112,112,False
planted,global_ess_gate,1.2,57,True,False,x0>1.5 & x1>1,"[0.14, 0.29]",0.8288167109089526,1.0,1.6611389597717832,66.81380909991016,112,112,False
planted,local_ess_gate,1.2,57,True,False,x0>0.5,"[0.29, 0.43]",0.5744773158691995,21.753611743970858,0.3561560102694149,66.81380909991016,112,2,True
planted,simultaneous_ci,1.2,57,True,False,x0>0.5,"[0.29, 0.43]",0.5744773158691995,21.753611743970858,0.3561560102694149,66.81380909991016,112,112,True
null,naive_max,1.2,58,True,False,x1>1 & x2>1,"[0.29, 0.43]",0.28594888614937525,1.7355012536684158,1.1815145319271048,45.22940622175454,54,54,False
null,global_ess_gate,1.2,58,False,True,x1>1 & x2>1,"[0.29, 0.43]",0.28594888614937525,1.7355012536684158,1.1815145319271048,45.22940622175454,54,0,False
null,local_ess_gate,1.2,58,False,False,x0<0,"[0.00, 0.14]",0.0876700305492209,21.292205537557045,0.33731931405225085,45.22940622175454,54,4,False
null,simultaneous_ci,1.2,58,False,False,x1>1 & x2>1,"[0.29, 0.43]",0.28594888614937525,1.7355012536684158,1.1815145319271048,45.22940622175454,54,54,False
planted,naive_max,1.2,58,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9781097162122242,1.4451824569435558,1.2947627397047623,45.22940622175454,54,54,False
planted,global_ess_gate,1.2,58,False,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9781097162122242,1.4451824569435558,1.2947627397047623,45.22940622175454,54,0,False
planted,local_ess_gate,1.2,58,False,False,x1>0.5,"[0.14, 0.29]",0.14344976002179566,20.28431955259403,0.34559807247524904,45.22940622175454,54,4,False
planted,simultaneous_ci,1.2,58,True,False,x1<0,"[0.00, 0.14]",0.6438693703879329,15.876461162963865,0.39063817358506514,45.22940622175454,54,54,False
null,naive_max,1.2,59,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.6319497859811845,51.646180693431795,91,91,False
null,global_ess_gate,1.2,59,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.6319497859811845,51.646180693431795,91,91,False
null,local_ess_gate,1.2,59,False,False,x1<0,"[0.00, 0.14]",0.059716499383522914,27.841651765872857,0.3092853100764776,51.646180693431795,91,4,False
null,simultaneous_ci,1.2,59,False,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6743593914362533,1.0,1.6319497859811845,51.646180693431795,91,91,False
planted,naive_max,1.2,59,True,False,x1>0.5,"[0.00, 0.14]",0.8811640734899281,3.2625582742078123,0.9034989514588713,51.646180693431795,91,91,False
planted,global_ess_gate,1.2,59,True,False,x1>0.5,"[0.00, 0.14]",0.8811640734899281,3.2625582742078123,0.9034989514588713,51.646180693431795,91,91,False
planted,local_ess_gate,1.2,59,True,False,x1<0,"[0.00, 0.14]",0.3311541586216437,27.841651765872857,0.3092853100764776,51.646180693431795,91,4,False
planted,simultaneous_ci,1.2,59,False,False,x1>0.5,"[0.00, 0.14]",0.8811640734899281,3.2625582742078123,0.9034989514588713,51.646180693431795,91,91,False
null,naive_max,1.2,60,True,False,x0>1 & x1>1,"[0.57, 0.71]",0.6005499758845532,1.2304775652847728,1.483196109699609,6.773726477185854,100,100,False
null,global_ess_gate,1.2,60,False,True,x0>1 & x1>1,"[0.57, 0.71]",0.6005499758845532,1.2304775652847728,1.483196109699609,6.773726477185854,100,0,False
null,local_ess_gate,1.2,60,False,True,none,none,,,,6.773726477185854,100,0,False
null,simultaneous_ci,1.2,60,False,False,x0>1 & x1>1,"[0.57, 0.71]",0.6005499758845532,1.2304775652847728,1.483196109699609,6.773726477185854,100,100,False
planted,naive_max,1.2,60,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9360351569470393,4.163491559435811,0.8063184239585844,6.773726477185854,100,100,False
planted,global_ess_gate,1.2,60,False,True,x0>1 & x1>1,"[0.00, 0.14]",0.9360351569470393,4.163491559435811,0.8063184239585844,6.773726477185854,100,0,False
planted,local_ess_gate,1.2,60,False,True,none,none,,,,6.773726477185854,100,0,False
planted,simultaneous_ci,1.2,60,True,False,x0>0.5,"[0.00, 0.14]",0.75566236796947,12.575919141165985,0.4639439966730015,6.773726477185854,100,100,True
null,naive_max,1.2,61,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.4732366454936869,1.2872494737182099,1.4584882130824368,58.28439637737984,107,107,False
null,global_ess_gate,1.2,61,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.4732366454936869,1.2872494737182099,1.4584882130824368,58.28439637737984,107,107,False
null,local_ess_gate,1.2,61,False,False,x2<0,"[0.71, 0.86]",0.07098741353600836,22.10952665289591,0.3519204973683064,58.28439637737984,107,3,False
null,simultaneous_ci,1.2,61,False,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.4732366454936869,1.2872494737182099,1.4584882130824368,58.28439637737984,107,107,False
planted,naive_max,1.2,61,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9209476571375877,1.1413118171322736,1.5489312012432384,58.28439637737984,107,107,False
planted,global_ess_gate,1.2,61,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9209476571375877,1.1413118171322736,1.5489312012432384,58.28439637737984,107,107,False
planted,local_ess_gate,1.2,61,True,False,x1<0,"[0.00, 0.14]",0.3301091608689892,26.923457765115757,0.31891053600319447,58.28439637737984,107,3,False
planted,simultaneous_ci,1.2,61,False,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9209476571375877,1.1413118171322736,1.5489312012432384,58.28439637737984,107,107,False
null,naive_max,1.2,62,True,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7077246643800713,1.105949896637404,1.5697103561282586,23.492494092604925,104,104,False
null,global_ess_gate,1.2,62,False,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7077246643800713,1.105949896637404,1.5697103561282586,23.492494092604925,104,0,False
null,local_ess_gate,1.2,62,False,False,x2<0,"[0.29, 0.43]",0.09723848548403352,30.102973316234188,0.30087254033712996,23.492494092604925,104,4,False
null,simultaneous_ci,1.2,62,False,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.7077246643800713,1.105949896637404,1.5697103561282586,23.492494092604925,104,104,False
planted,naive_max,1.2,62,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9133684982479482,1.916546524934489,1.1924153731637448,23.492494092604925,104,104,False
planted,global_ess_gate,1.2,62,False,True,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9133684982479482,1.916546524934489,1.1924153731637448,23.492494092604925,104,0,False
planted,local_ess_gate,1.2,62,True,False,x2<0,"[0.29, 0.43]",0.4996752734478736,30.102973316234188,0.30087254033712996,23.492494092604925,104,4,False
planted,simultaneous_ci,1.2,62,True,False,x0>0.5,"[0.00, 0.14]",0.7043543306151576,12.592729845139088,0.46518671824555435,23.492494092604925,104,104,True
null,naive_max,1.2,63,True,False,x1>1.5,"[0.43, 0.57]",0.4868513547606155,1.2075853670795957,1.4616926052591979,34.10081916363405,76,76,False
null,global_ess_gate,1.2,63,False,True,x1>1.5,"[0.43, 0.57]",0.4868513547606155,1.2075853670795957,1.4616926052591979,34.10081916363405,76,0,False
null,local_ess_gate,1.2,63,False,False,x0<-0.5,"[0.00, 0.14]",0.08621676361421593,20.60938705003473,0.35382004469787265,34.10081916363405,76,5,False
null,simultaneous_ci,1.2,63,False,False,x1>1.5,"[0.43, 0.57]",0.4868513547606155,1.2075853670795957,1.4616926052591979,34.10081916363405,76,76,False
planted,naive_max,1.2,63,True,False,x0>0.5,"[0.00, 0.14]",0.8553487485354611,18.20920035260663,0.37641726389319713,34.10081916363405,76,76,True
planted,global_ess_gate,1.2,63,False,True,x0>0.5,"[0.00, 0.14]",0.8553487485354611,18.20920035260663,0.37641726389319713,34.10081916363405,76,0,True
planted,local_ess_gate,1.2,63,True,False,x2>1,"[0.00, 0.14]",0.6290559644358362,22.388196405541716,0.33947313937990886,34.10081916363405,76,5,False
planted,simultaneous_ci,1.2,63,True,False,x0>0.5,"[0.00, 0.14]",0.8553487485354611,18.20920035260663,0.37641726389319713,34.10081916363405,76,76,True
null,naive_max,1.2,64,True,False,x1>1 & x2>1,"[0.57, 0.71]",0.5806392468944334,2.704261683161042,0.9987566384340382,59.76178297401072,98,98,False
null,global_ess_gate,1.2,64,True,False,x1>1 & x2>1,"[0.57, 0.71]",0.5806392468944334,2.704261683161042,0.9987566384340382,59.76178297401072,98,98,False
null,local_ess_gate,1.2,64,False,False,x0<0,"[0.00, 0.14]",0.05013652393227081,29.894167203431053,0.3003936906266576,59.76178297401072,98,1,False
null,simultaneous_ci,1.2,64,False,False,x1>1 & x2>1,"[0.57, 0.71]",0.5806392468944334,2.704261683161042,0.9987566384340382,59.76178297401072,98,98,False
planted,naive_max,1.2,64,True,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.801175431718785,1.0527835068200257,1.6007167889177654,59.76178297401072,98,98,False
planted,global_ess_gate,1.2,64,True,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.801175431718785,1.0527835068200257,1.6007167889177654,59.76178297401072,98,98,False
planted,local_ess_gate,1.2,64,False,False,x0<0,"[0.00, 0.14]",0.025818833556089906,29.894167203431053,0.3003936906266576,59.76178297401072,98,1,False
planted,simultaneous_ci,1.2,64,False,False,x0>1.5 & x2>1.5,"[0.14, 0.29]",0.801175431718785,1.0527835068200257,1.6007167889177654,59.76178297401072,98,98,False
null,naive_max,1.2,65,True,False,x2>1,"[0.86, 1.00]",0.5372551386663248,2.1808617933267955,1.1248429535623092,87.627703950772,112,112,False
null,global_ess_gate,1.2,65,True,False,x2>1,"[0.86, 1.00]",0.5372551386663248,2.1808617933267955,1.1248429535623092,87.627703950772,112,112,False
null,local_ess_gate,1.2,65,False,False,x0<0,"[0.14, 0.29]",0.013666352241028388,24.740529427817588,0.3339653961338639,87.627703950772,112,1,False
null,simultaneous_ci,1.2,65,False,False,x2>1,"[0.86, 1.00]",0.5372551386663248,2.1808617933267955,1.1248429535623092,87.627703950772,112,112,False
planted,naive_max,1.2,65,True,False,x0>1,"[0.00, 0.14]",0.8910767274337912,1.62103878340367,1.3046957911944284,87.627703950772,112,112,False
planted,global_ess_gate,1.2,65,True,False,x0>1,"[0.00, 0.14]",0.8910767274337912,1.62103878340367,1.3046957911944284,87.627703950772,112,112,False
planted,local_ess_gate,1.2,65,False,False,x0<0,"[0.14, 0.29]",0.07670889086504956,24.740529427817588,0.3339653961338639,87.627703950772,112,1,False
planted,simultaneous_ci,1.2,65,False,False,x0>1,"[0.00, 0.14]",0.8910767274337912,1.62103878340367,1.3046957911944284,87.627703950772,112,112,False
null,naive_max,1.2,66,True,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6931112595889422,1.0,1.6598873998536237,66.37847480443128,111,111,False
null,global_ess_gate,1.2,66,True,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6931112595889422,1.0,1.6598873998536237,66.37847480443128,111,111,False
null,local_ess_gate,1.2,66,False,False,x2<0,"[0.14, 0.29]",0.05364051742379292,22.02966607400953,0.35365082142273857,66.37847480443128,111,1,False
null,simultaneous_ci,1.2,66,False,False,x0>1.5 & x1>1.5,"[0.29, 0.43]",0.6931112595889422,1.0,1.6598873998536237,66.37847480443128,111,111,False
planted,naive_max,1.2,66,True,False,x2>1.5,"[0.00, 0.14]",0.9832709432480322,1.0,1.6598873998536237,66.37847480443128,111,111,False
planted,global_ess_gate,1.2,66,True,False,x2>1.5,"[0.00, 0.14]",0.9832709432480322,1.0,1.6598873998536237,66.37847480443128,111,111,False
planted,local_ess_gate,1.2,66,True,False,x2<0,"[0.14, 0.29]",0.30558040814413534,22.02966607400953,0.35365082142273857,66.37847480443128,111,1,False
planted,simultaneous_ci,1.2,66,True,False,x0>0.5,"[0.00, 0.14]",0.7933120902995741,10.796178302374429,0.5051770401175935,66.37847480443128,111,111,True
null,naive_max,1.2,67,True,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.687611388765836,1.8792579519297585,1.1938044937597665,30.62010409806833,94,94,False
null,global_ess_gate,1.2,67,False,True,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.687611388765836,1.8792579519297585,1.1938044937597665,30.62010409806833,94,0,False
null,local_ess_gate,1.2,67,False,False,x0<0,"[0.29, 0.43]",0.03713859068966025,23.253023806406535,0.3393803471181309,30.62010409806833,94,2,False
null,simultaneous_ci,1.2,67,False,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.687611388765836,1.8792579519297585,1.1938044937597665,30.62010409806833,94,94,False
planted,naive_max,1.2,67,True,False,x0>1 & x1>1,"[0.14, 0.29]",0.7730655171540255,3.012814094448222,0.9428448657296797,30.62010409806833,94,94,False
planted,global_ess_gate,1.2,67,False,True,x0>1 & x1>1,"[0.14, 0.29]",0.7730655171540255,3.012814094448222,0.9428448657296797,30.62010409806833,94,0,False
planted,local_ess_gate,1.2,67,True,False,x2<0,"[0.14, 0.29]",0.4522095097872604,22.058916349295863,0.34844506719326807,30.62010409806833,94,2,False
planted,simultaneous_ci,1.2,67,True,False,x0>0.5,"[0.14, 0.29]",0.7140063238552495,12.292977054288736,0.46676455804198724,30.62010409806833,94,94,True
null,naive_max,1.2,68,True,False,x1>1 & x2>1,"[0.29, 0.43]",0.5172915494987148,1.6856331560586084,1.2400521815016512,29.55563619448293,78,78,False
null,global_ess_gate,1.2,68,False,True,x1>1 & x2>1,"[0.29, 0.43]",0.5172915494987148,1.6856331560586084,1.2400521815016512,29.55563619448293,78,0,False
null,local_ess_gate,1.2,68,False,False,x0>0.5,"[0.29, 0.43]",0.13445801469523236,22.64112754597028,0.33835489797607915,29.55563619448293,78,9,True
null,simultaneous_ci,1.2,68,False,False,x1>1 & x2>1,"[0.29, 0.43]",0.5172915494987148,1.6856331560586084,1.2400521815016512,29.55563619448293,78,78,False
planted,naive_max,1.2,68,True,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.9400668035078018,1.0,1.6099837525085294,29.55563619448293,78,78,False
planted,global_ess_gate,1.2,68,False,True,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.9400668035078018,1.0,1.6099837525085294,29.55563619448293,78,0,False
planted,local_ess_gate,1.2,68,True,False,x0>0.5,"[0.29, 0.43]",0.6559654890497238,22.64112754597028,0.33835489797607915,29.55563619448293,78,9,True
planted,simultaneous_ci,1.2,68,True,False,x0>0.5,"[0.14, 0.29]",0.7386950192214243,14.700481401526725,0.4199095141188462,29.55563619448293,78,78,True
null,naive_max,1.2,69,True,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.5991792436803072,1.0,1.6380340741778938,40.070974303198874,95,95,False
null,global_ess_gate,1.2,69,False,True,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.5991792436803072,1.0,1.6380340741778938,40.070974303198874,95,0,False
null,local_ess_gate,1.2,69,False,False,x2<-0.5,"[0.86, 1.00]",0.11575149045196953,25.914817451452556,0.32177244808422545,40.070974303198874,95,4,False
null,simultaneous_ci,1.2,69,False,False,x1>1.5 & x2>1.5,"[0.57, 0.71]",0.5991792436803072,1.0,1.6380340741778938,40.070974303198874,95,95,False
planted,naive_max,1.2,69,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.9077572565949689,1.74713598272958,1.2392518546807907,40.070974303198874,95,95,False
planted,global_ess_gate,1.2,69,False,True,x0>1 & x2>1,"[0.00, 0.14]",0.9077572565949689,1.74713598272958,1.2392518546807907,40.070974303198874,95,0,False
planted,local_ess_gate,1.2,69,False,False,x0<0,"[0.00, 0.14]",0.10006460439876202,26.10876202363582,0.32057510396363653,40.070974303198874,95,4,False
planted,simultaneous_ci,1.2,69,False,False,x0>1 & x2>1,"[0.00, 0.14]",0.9077572565949689,1.74713598272958,1.2392518546807907,40.070974303198874,95,95,False
null,naive_max,1.2,70,True,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.6610420674601706,1.8831865542853023,1.1633502883453744,18.025766107547877,71,71,False
null,global_ess_gate,1.2,70,False,True,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.6610420674601706,1.8831865542853023,1.1633502883453744,18.025766107547877,71,0,False
null,local_ess_gate,1.2,70,False,False,x2<0,"[0.29, 0.43]",0.1839762896476654,29.95649982320222,0.29168335057420836,18.025766107547877,71,6,False
null,simultaneous_ci,1.2,70,False,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.6610420674601706,1.8831865542853023,1.1633502883453744,18.025766107547877,71,71,False
planted,naive_max,1.2,70,True,False,x0>1.5 & x2>1,"[0.00, 0.14]",0.9828283758842227,1.113520846986909,1.5128922497811728,18.025766107547877,71,71,False
planted,global_ess_gate,1.2,70,False,True,x0>1.5 & x2>1,"[0.00, 0.14]",0.9828283758842227,1.113520846986909,1.5128922497811728,18.025766107547877,71,0,False
planted,local_ess_gate,1.2,70,True,False,x0>0.5,"[0.14, 0.29]",0.7178993915579468,21.39433213844348,0.3451499440226025,18.025766107547877,71,6,True
planted,simultaneous_ci,1.2,70,True,False,x0>1.5,"[0.14, 0.29]",0.7909676947554238,7.673607395157993,0.5763116334612022,18.025766107547877,71,71,False
null,naive_max,1.2,71,True,False,x2<-0.5,"[0.14, 0.29]",0.23710819234644864,4.4166511056745295,0.7379822338245523,23.403390663691464,52,52,False
null,global_ess_gate,1.2,71,False,True,x2<-0.5,"[0.14, 0.29]",0.23710819234644864,4.4166511056745295,0.7379822338245523,23.403390663691464,52,0,False
null,local_ess_gate,1.2,71,True,False,x2>0.5,"[0.29, 0.43]",0.22755526102381116,33.53193509744574,0.267832419764369,23.403390663691464,52,16,False
null,simultaneous_ci,1.2,71,False,False,x2<-0.5,"[0.14, 0.29]",0.23710819234644864,4.4166511056745295,0.7379822338245523,23.403390663691464,52,52,False
planted,naive_max,1.2,71,True,False,x0>1.5 & x1>1,"[0.14, 0.29]",0.7900074839174863,3.6394529763003027,0.8129697708253468,23.403390663691464,52,52,False
planted,global_ess_gate,1.2,71,False,True,x0>1.5 & x1>1,"[0.14, 0.29]",0.7900074839174863,3.6394529763003027,0.8129697708253468,23.403390663691464,52,0,False
planted,local_ess_gate,1.2,71,True,False,x0>0.5,"[0.29, 0.43]",0.620673680702827,35.84865957079625,0.2590335352258122,23.403390663691464,52,16,True
planted,simultaneous_ci,1.2,71,True,False,x0>1.5,"[0.14, 0.29]",0.7123132940594441,11.39036229079594,0.4595403858461639,23.403390663691464,52,52,False
null,naive_max,1.2,72,True,False,x0>1.5 & x1>1.5,"[0.71, 0.86]",0.825833462097262,1.253508578106704,1.4682441455689803,63.49815432531102,99,99,False
null,global_ess_gate,1.2,72,True,False,x0>1.5 & x1>1.5,"[0.71, 0.86]",0.825833462097262,1.253508578106704,1.4682441455689803,63.49815432531102,99,99,False
null,local_ess_gate,1.2,72,False,True,none,none,,,,63.49815432531102,99,0,False
null,simultaneous_ci,1.2,72,False,False,x0>1.5 & x1>1.5,"[0.71, 0.86]",0.825833462097262,1.253508578106704,1.4682441455689803,63.49815432531102,99,99,False
planted,naive_max,1.2,72,True,False,x2<0,"[0.00, 0.14]",0.6818109128459452,11.760408521637991,0.4793477894472402,63.49815432531102,99,99,False
planted,global_ess_gate,1.2,72,True,False,x2<0,"[0.00, 0.14]",0.6818109128459452,11.760408521637991,0.4793477894472402,63.49815432531102,99,99,False
planted,local_ess_gate,1.2,72,False,True,none,none,,,,63.49815432531102,99,0,False
planted,simultaneous_ci,1.2,72,True,False,x2<0,"[0.00, 0.14]",0.6818109128459452,11.760408521637991,0.4793477894472402,63.49815432531102,99,99,False
null,naive_max,1.2,73,True,False,x0>1.5 & x2>1,"[0.14, 0.29]",0.8398479854212119,1.0,1.6136092129815813,45.19157101882594,80,80,False
null,global_ess_gate,1.2,73,False,True,x0>1.5 & x2>1,"[0.14, 0.29]",0.8398479854212119,1.0,1.6136092129815813,45.19157101882594,80,0,False
null,local_ess_gate,1.2,73,False,False,x2<0,"[0.57, 0.71]",0.12539508663095505,27.471017756980046,0.3078654760875368,45.19157101882594,80,4,False
null,simultaneous_ci,1.2,73,False,False,x0>1.5 & x2>1,"[0.14, 0.29]",0.8398479854212119,1.0,1.6136092129815813,45.19157101882594,80,80,False
planted,naive_max,1.2,73,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9334691750322036,1.9831167904091511,1.1458406335613862,45.19157101882594,80,80,False
planted,global_ess_gate,1.2,73,False,True,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9334691750322036,1.9831167904091511,1.1458406335613862,45.19157101882594,80,0,False
planted,local_ess_gate,1.2,73,True,False,x1<0,"[0.14, 0.29]",0.41555418101892644,37.314858708251464,0.2641541658202611,45.19157101882594,80,4,False
planted,simultaneous_ci,1.2,73,True,False,x0>1 & x2>1,"[0.00, 0.14]",0.8499773753313631,6.895717185590753,0.6144812621064953,45.19157101882594,80,80,False
