scenario,method,shift_strength,seed,alarm,abstained,selected_group,selected_bin,selected_abs_gap,selected_local_ess,selected_ci_half_width,global_ess,n_cells,n_eligible_cells,selected_is_planted_group
null,naive_max,1.2,74,True,False,x0<0,"[0.00, 0.14]",0.6558121036091786,2.0287246713969753,1.1541184335540797,16.924345300107507,99,99,False
null,global_ess_gate,1.2,74,False,True,x0<0,"[0.00, 0.14]",0.6558121036091786,2.0287246713969753,1.1541184335540797,16.924345300107507,99,0,False
null,local_ess_gate,1.2,74,False,False,x1<0,"[0.14, 0.29]",0.056726660277395057,23.510727580649025,0.3390227936781918,16.924345300107507,99,2,False
null,simultaneous_ci,1.2,74,False,False,x0<0,"[0.00, 0.14]",0.6558121036091786,2.0287246713969753,1.1541184335540797,16.924345300107507,99,99,False
planted,naive_max,1.2,74,True,False,x0>1.5,"[0.14, 0.29]",0.7527643769365271,2.889790055211312,0.9670051497063146,16.924345300107507,99,99,False
planted,global_ess_gate,1.2,74,False,True,x0>1.5,"[0.14, 0.29]",0.7527643769365271,2.889790055211312,0.9670051497063146,16.924345300107507,99,0,False
planted,local_ess_gate,1.2,74,True,False,x1<0,"[0.14, 0.29]",0.6113490195944711,23.510727580649025,0.3390227936781918,16.924345300107507,99,2,False
planted,simultaneous_ci,1.2,74,True,False,x1<0,"[0.14, 0.29]",0.6113490195944711,23.510727580649025,0.3390227936781918,16.924345300107507,99,99,False
null,naive_max,1.2,75,True,False,x0>1.5 & x1>1,"[0.43, 0.57]",0.4559322857819205,1.7701140858468571,1.2456985736213853,51.67144611530713,109,109,False
null,global_ess_gate,1.2,75,True,False,x0>1.5 & x1>1,"[0.43, 0.57]",0.4559322857819205,1.7701140858468571,1.2456985736213853,51.67144611530713,109,109,False
null,local_ess_gate,1.2,75,False,False,x1>0.5,"[0.43, 0.57]",0.02480557196405173,22.412984465882143,0.35007713903976395,51.67144611530713,109,3,False
null,simultaneous_ci,1.2,75,False,False,x0>1.5 & x1>1,"[0.43, 0.57]",0.4559322857819205,1.7701140858468571,1.2456985736213853,51.67144611530713,109,109,False
planted,naive_max,1.2,75,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.8922995164077003,1.9348089953832255,1.1915013733222177,51.67144611530713,109,109,False
planted,global_ess_gate,1.2,75,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.8922995164077003,1.9348089953832255,1.1915013733222177,51.67144611530713,109,109,False
planted,local_ess_gate,1.2,75,True,False,x1<0,"[0.29, 0.43]",0.36600746696247183,23.57008641369276,0.34137601844291593,51.67144611530713,109,3,False
planted,simultaneous_ci,1.2,75,False,False,x0>1 & x1>1,"[0.00, 0.14]",0.8922995164077003,1.9348089953832255,1.1915013733222177,51.67144611530713,109,109,False
null,naive_max,1.2,76,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.3857129551467465,1.0,1.6222620532931855,32.91927367891403,85,85,False
null,global_ess_gate,1.2,76,False,True,x0>1.5 & x2>1,"[0.29, 0.43]",0.3857129551467465,1.0,1.6222620532931855,32.91927367891403,85,0,False
null,local_ess_gate,1.2,76,False,False,x1<0,"[0.71, 0.86]",0.1273485074385647,40.8770983872217,0.2537353516402524,32.91927367891403,85,8,False
null,simultaneous_ci,1.2,76,False,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.3857129551467465,1.0,1.6222620532931855,32.91927367891403,85,85,False
planted,naive_max,1.2,76,True,False,x0>1 & x1>1,"[0.00, 0.14]",0.9373312736904831,2.3638084315752828,1.055151622069153,32.91927367891403,85,85,False
planted,global_ess_gate,1.2,76,False,True,x0>1 & x1>1,"[0.00, 0.14]",0.9373312736904831,2.3638084315752828,1.055151622069153,32.91927367891403,85,0,False
planted,local_ess_gate,1.2,76,True,False,x0>0.5,"[0.43, 0.57]",0.5050772624611545,23.54661528714467,0.3343156948290026,32.91927367891403,85,8,True
planted,simultaneous_ci,1.2,76,True,False,x0>0.5,"[0.29, 0.43]",0.6434577394330399,14.489284931294376,0.4261843846569996,32.91927367891403,85,85,True
null,naive_max,1.2,77,True,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6754916364739398,1.0,1.6438490423304355,50.57560538343126,99,99,False
null,global_ess_gate,1.2,77,True,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6754916364739398,1.0,1.6438490423304355,50.57560538343126,99,99,False
null,local_ess_gate,1.2,77,False,False,x2<-0.5,"[0.86, 1.00]",0.06938154141357696,24.011068902871994,0.33547192902792083,50.57560538343126,99,5,False
null,simultaneous_ci,1.2,77,False,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6754916364739398,1.0,1.6438490423304355,50.57560538343126,99,99,False
planted,naive_max,1.2,77,True,False,x1>1.5 & x2>1,"[0.00, 0.14]",0.7994207446553947,1.1694277425921855,1.5201107725604597,50.57560538343126,99,99,False
planted,global_ess_gate,1.2,77,True,False,x1>1.5 & x2>1,"[0.00, 0.14]",0.7994207446553947,1.1694277425921855,1.5201107725604597,50.57560538343126,99,99,False
planted,local_ess_gate,1.2,77,False,False,x2<0,"[0.57, 0.71]",0.19664033495770633,27.710117776204928,0.3122789763971875,50.57560538343126,99,5,False
planted,simultaneous_ci,1.2,77,True,False,x0>0.5,"[0.14, 0.29]",0.6897576727071701,12.39866401726379,0.4668469085008368,50.57560538343126,99,99,True
null,naive_max,1.2,78,True,False,x1>1.5 & x2>1,"[0.71, 0.86]",0.7188231778176224,1.0,1.6560588331296688,60.910256360076175,108,108,False
null,global_ess_gate,1.2,78,True,False,x1>1.5 & x2>1,"[0.71, 0.86]",0.7188231778176224,1.0,1.6560588331296688,60.910256360076175,108,108,False
null,local_ess_gate,1.2,78,False,False,x1<0,"[0.71, 0.86]",0.042809165651873926,28.467183018557332,0.310386993849395,60.910256360076175,108,5,False
null,simultaneous_ci,1.2,78,False,False,x1>1.5 & x2>1,"[0.71, 0.86]",0.7188231778176224,1.0,1.6560588331296688,60.910256360076175,108,108,False
planted,naive_max,1.2,78,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.7638701635310309,1.9980004716365805,1.171596237380335,60.910256360076175,108,108,False
planted,global_ess_gate,1.2,78,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.7638701635310309,1.9980004716365805,1.171596237380335,60.910256360076175,108,108,False
planted,local_ess_gate,1.2,78,False,False,x1<0,"[0.57, 0.71]",0.18364935791656217,21.643804020832256,0.3559663660599456,60.910256360076175,108,5,False
planted,simultaneous_ci,1.2,78,False,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.7638701635310309,1.9980004716365805,1.171596237380335,60.910256360076175,108,108,False
null,naive_max,1.2,79,True,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6976072029966587,1.0,1.618868374057221,22.06674844866715,83,83,False
null,global_ess_gate,1.2,79,False,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6976072029966587,1.0,1.618868374057221,22.06674844866715,83,0,False
null,local_ess_gate,1.2,79,True,False,x0<0,"[0.43, 0.57]",0.21081821446977328,20.908163961138705,0.35404102568364443,22.06674844866715,83,3,False
null,simultaneous_ci,1.2,79,False,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.6976072029966587,1.0,1.618868374057221,22.06674844866715,83,83,False
planted,naive_max,1.2,79,True,False,x0>1,"[0.29, 0.43]",0.6246747047758204,4.910744551333834,0.7305296832780964,22.06674844866715,83,83,False
planted,global_ess_gate,1.2,79,False,True,x0>1,"[0.29, 0.43]",0.6246747047758204,4.910744551333834,0.7305296832780964,22.06674844866715,83,0,False
planted,local_ess_gate,1.2,79,True,False,x2<0,"[0.43, 0.57]",0.3637691909104952,25.045802085754115,0.3234774915313538,22.06674844866715,83,3,False
planted,simultaneous_ci,1.2,79,False,False,x0>1,"[0.29, 0.43]",0.6246747047758204,4.910744551333834,0.7305296832780964,22.06674844866715,83,83,False
null,naive_max,1.2,80,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6167910059218317,1.0,1.6365391820215123,51.239389628661,94,94,False
null,global_ess_gate,1.2,80,True,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6167910059218317,1.0,1.6365391820215123,51.239389628661,94,94,False
null,local_ess_gate,1.2,80,False,False,x2<0,"[0.29, 0.43]",0.17343435199609092,20.296369509211306,0.3632597060629802,51.239389628661,94,5,False
null,simultaneous_ci,1.2,80,False,False,x1>1.5 & x2>1,"[0.29, 0.43]",0.6167910059218317,1.0,1.6365391820215123,51.239389628661,94,94,False
planted,naive_max,1.2,80,True,False,x2>1.5,"[0.14, 0.29]",0.7785278358155245,1.7726581441225104,1.2291755487237699,51.239389628661,94,94,False
planted,global_ess_gate,1.2,80,True,False,x2>1.5,"[0.14, 0.29]",0.7785278358155245,1.7726581441225104,1.2291755487237699,51.239389628661,94,94,False
planted,local_ess_gate,1.2,80,True,False,x1<0,"[0.43, 0.57]",0.32664585791640943,20.84400092477544,0.35845600954437573,51.239389628661,94,5,False
planted,simultaneous_ci,1.2,80,False,False,x2>1.5,"[0.14, 0.29]",0.7785278358155245,1.7726581441225104,1.2291755487237699,51.239389628661,94,94,False
null,naive_max,1.2,81,True,False,x2>1.5,"[0.43, 0.57]",0.43791567755933286,2.169926429041781,1.0878137836183521,20.188371720716695,74,74,False
null,global_ess_gate,1.2,81,False,True,x2>1.5,"[0.43, 0.57]",0.43791567755933286,2.169926429041781,1.0878137836183521,20.188371720716695,74,0,False
null,local_ess_gate,1.2,81,False,False,x0<0,"[0.00, 0.14]",0.059208181663910335,24.604131906397914,0.3230524498270752,20.188371720716695,74,3,False
null,simultaneous_ci,1.2,81,False,False,x2>1.5,"[0.43, 0.57]",0.43791567755933286,2.169926429041781,1.0878137836183521,20.188371720716695,74,74,False
planted,naive_max,1.2,81,True,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.9576777538279541,1.0,1.6024226025052821,20.188371720716695,74,74,False
planted,global_ess_gate,1.2,81,False,True,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.9576777538279541,1.0,1.6024226025052821,20.188371720716695,74,0,False
planted,local_ess_gate,1.2,81,True,False,x2<0,"[0.14, 0.29]",0.46979657625314375,26.017111838180945,0.3141575636390303,20.188371720716695,74,3,False
planted,simultaneous_ci,1.2,81,False,False,x1>1.5 & x2>1.5,"[0.00, 0.14]",0.9576777538279541,1.0,1.6024226025052821,20.188371720716695,74,74,False
null,naive_max,1.2,82,True,False,x0>1.5 & x2>1.5,"[0.43, 0.57]",0.477644749990616,1.0,1.6395121488590105,26.240079395502647,96,96,False
null,global_ess_gate,1.2,82,False,True,x0>1.5 & x2>1.5,"[0.43, 0.57]",0.477644749990616,1.0,1.6395121488590105,26.240079395502647,96,0,False
null,local_ess_gate,1.2,82,False,False,x0<0,"[0.57, 0.71]",0.09590942092070959,25.01789214405678,0.32778515516667206,26.240079395502647,96,4,False
null,simultaneous_ci,1.2,82,False,False,x0>1.5 & x2>1.5,"[0.43, 0.57]",0.477644749990616,1.0,1.6395121488590105,26.240079395502647,96,96,False
planted,naive_max,1.2,82,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.7550018242729675,1.2100405365205444,1.4904406242639845,26.240079395502647,96,96,False
planted,global_ess_gate,1.2,82,False,True,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.7550018242729675,1.2100405365205444,1.4904406242639845,26.240079395502647,96,0,False
planted,local_ess_gate,1.2,82,True,False,x1<0,"[0.00, 0.14]",0.5198353124156057,30.44050543701417,0.2971588777657912,26.240079395502647,96,4,False
planted,simultaneous_ci,1.2,82,True,False,x2<0,"[0.00, 0.14]",0.5932262808125826,19.298745956158267,0.37320726950918726,26.240079395502647,96,96,False
null,naive_max,1.2,83,True,False,x1>1.5 & x2>1.5,"[0.29, 0.43]",0.6841477426475548,1.0,1.6547572218295652,58.17304636927275,107,107,False
null,global_ess_gate,1.2,83,True,False,x1>1.5 & x2>1.5,"[0.29, 0.43]",0.6841477426475548,1.0,1.6547572218295652,58.17304636927275,107,107,False
null,local_ess_gate,1.2,83,False,False,x1<0,"[0.71, 0.86]",0.05925029898594377,20.460649974412224,0.3658260031946424,58.17304636927275,107,2,False
null,simultaneous_ci,1.2,83,False,False,x1>1.5 & x2>1.5,"[0.29, 0.43]",0.6841477426475548,1.0,1.6547572218295652,58.17304636927275,107,107,False
planted,naive_max,1.2,83,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9017854024294633,1.6154024409775318,1.3019488362820915,58.17304636927275,107,107,False
planted,global_ess_gate,1.2,83,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9017854024294633,1.6154024409775318,1.3019488362820915,58.17304636927275,107,107,False
planted,local_ess_gate,1.2,83,False,False,x1<0,"[0.71, 0.86]",0.09574969155359463,20.460649974412224,0.3658260031946424,58.17304636927275,107,2,False
planted,simultaneous_ci,1.2,83,False,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9017854024294633,1.6154024409775318,1.3019488362820915,58.17304636927275,107,107,False
null,naive_max,1.2,84,True,False,x2<-0.5,"[0.14, 0.29]",0.3562102878243987,4.803962796382384,0.7283788999936376,61.43446586917943,71,71,False
null,global_ess_gate,1.2,84,True,False,x2<-0.5,"[0.14, 0.29]",0.3562102878243987,4.803962796382384,0.7283788999936376,61.43446586917943,71,71,False
null,local_ess_gate,1.2,84,True,False,x1<0,"[0.57, 0.71]",0.20453538117521175,20.168940582470196,0.3554803760321395,61.43446586917943,71,10,False
null,simultaneous_ci,1.2,84,False,False,x2<-0.5,"[0.14, 0.29]",0.3562102878243987,4.803962796382384,0.7283788999936376,61.43446586917943,71,71,False
planted,naive_max,1.2,84,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.84875110811184,1.0,1.5964568114498092,61.43446586917943,71,71,False
planted,global_ess_gate,1.2,84,True,False,x0>1.5 & x1>1.5,"[0.14, 0.29]",0.84875110811184,1.0,1.5964568114498092,61.43446586917943,71,71,False
planted,local_ess_gate,1.2,84,True,False,x0>0.5,"[0.00, 0.14]",0.599882328081901,20.926026360655577,0.34899064875165564,61.43446586917943,71,10,True
planted,simultaneous_ci,1.2,84,True,False,x0>0.5,"[0.00, 0.14]",0.599882328081901,20.926026360655577,0.34899064875165564,61.43446586917943,71,71,True
null,naive_max,1.2,85,True,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5637908545547043,1.0,1.6062567686692073,2.474221711421166,76,76,False
null,global_ess_gate,1.2,85,False,True,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5637908545547043,1.0,1.6062567686692073,2.474221711421166,76,0,False
null,local_ess_gate,1.2,85,False,True,none,none,,,,2.474221711421166,76,0,False
null,simultaneous_ci,1.2,85,False,False,x1>1.5 & x2>1.5,"[0.43, 0.57]",0.5637908545547043,1.0,1.6062567686692073,2.474221711421166,76,76,False
planted,naive_max,1.2,85,True,False,x0>1 & x2>1,"[0.14, 0.29]",0.7922338002264163,2.2750836023539516,1.064918301063524,2.474221711421166,76,76,False
planted,global_ess_gate,1.2,85,False,True,x0>1 & x2>1,"[0.14, 0.29]",0.7922338002264163,2.2750836023539516,1.064918301063524,2.474221711421166,76,0,False
planted,local_ess_gate,1.2,85,False,True,none,none,,,,2.474221711421166,76,0,False
planted,simultaneous_ci,1.2,85,False,False,x0>1 & x2>1,"[0.14, 0.29]",0.7922338002264163,2.2750836023539516,1.064918301063524,2.474221711421166,76,76,False
null,naive_max,1.2,86,True,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.70513627234136,1.0,1.5836645048516216,36.30209785292436,65,65,False
null,global_ess_gate,1.2,86,False,True,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.70513627234136,1.0,1.5836645048516216,36.30209785292436,65,0,False
null,local_ess_gate,1.2,86,False,False,x0<0,"[0.43, 0.57]",0.15592530194533813,23.5635434425727,0.32624426283985086,36.30209785292436,65,4,False
null,simultaneous_ci,1.2,86,False,False,x0>1.5 & x2>1.5,"[0.57, 0.71]",0.70513627234136,1.0,1.5836645048516216,36.30209785292436,65,65,False
planted,naive_max,1.2,86,True,False,x0>0.5,"[0.29, 0.43]",0.6421166529360925,12.829632400018824,0.44213620209166066,36.30209785292436,65,65,True
planted,global_ess_gate,1.2,86,False,True,x0>0.5,"[0.29, 0.43]",0.6421166529360925,12.829632400018824,0.44213620209166066,36.30209785292436,65,0,True
planted,local_ess_gate,1.2,86,True,False,x1<0,"[0.43, 0.57]",0.25865717876602545,20.00068602714233,0.3541120754298772,36.30209785292436,65,4,False
planted,simultaneous_ci,1.2,86,False,False,x0>0.5,"[0.29, 0.43]",0.6421166529360925,12.829632400018824,0.44213620209166066,36.30209785292436,65,65,True
null,naive_max,1.2,87,True,False,x1<0,"[0.29, 0.43]",0.340243997412815,9.76376575352626,0.5152438509614932,38.744840887028495,78,78,False
null,global_ess_gate,1.2,87,False,True,x1<0,"[0.29, 0.43]",0.340243997412815,9.76376575352626,0.5152438509614932,38.744840887028495,78,0,False
null,local_ess_gate,1.2,87,False,False,x0>0.5,"[0.43, 0.57]",0.18032498265891092,21.47215549814096,0.34744308415462505,38.744840887028495,78,6,True
null,simultaneous_ci,1.2,87,False,False,x1<0,"[0.29, 0.43]",0.340243997412815,9.76376575352626,0.5152438509614932,38.744840887028495,78,78,False
planted,naive_max,1.2,87,True,False,x0>1,"[0.29, 0.43]",0.6591673332180233,8.115647533111078,0.5651450196340976,38.744840887028495,78,78,False
planted,global_ess_gate,1.2,87,False,True,x0>1,"[0.29, 0.43]",0.6591673332180233,8.115647533111078,0.5651450196340976,38.744840887028495,78,0,False
planted,local_ess_gate,1.2,87,True,False,x0>0.5,"[0.43, 0.57]",0.4995312126427192,21.47215549814096,0.34744308415462505,38.744840887028495,78,6,True
planted,simultaneous_ci,1.2,87,True,False,x0>0.5,"[0.29, 0.43]",0.6532947392371271,15.23883348591772,0.4124256157719823,38.744840887028495,78,78,True
null,naive_max,1.2,88,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6394260686899174,1.0,1.6494168939544458,91.5912149416899,103,103,False
null,global_ess_gate,1.2,88,True,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6394260686899174,1.0,1.6494168939544458,91.5912149416899,103,103,False
null,local_ess_gate,1.2,88,False,False,x1<-0.5,"[0.86, 1.00]",0.13631737334460678,22.197397319637076,0.3500897621037698,91.5912149416899,103,6,False
null,simultaneous_ci,1.2,88,False,False,x0>1.5 & x2>1,"[0.29, 0.43]",0.6394260686899174,1.0,1.6494168939544458,91.5912149416899,103,103,False
planted,naive_max,1.2,88,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9759502985985705,2.3263504789404483,1.081416187705708,91.5912149416899,103,103,False
planted,global_ess_gate,1.2,88,True,False,x0>1.5 & x1>1.5,"[0.00, 0.14]",0.9759502985985705,2.3263504789404483,1.081416187705708,91.5912149416899,103,103,False
planted,local_ess_gate,1.2,88,True,False,x0>0.5,"[0.00, 0.14]",0.7275143937691533,22.389336642341423,0.3485859072108439,91.5912149416899,103,6,True
planted,simultaneous_ci,1.2,88,True,False,x0>1.5,"[0.00, 0.14]",0.7810899893182432,11.261133871908948,0.49151794443796376,91.5912149416899,103,103,False
null,naive_max,1.2,89,True,False,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.8380984352513302,1.0,1.6586236807762176,64.94027232768994,110,110,False
null,global_ess_gate,1.2,89,True,False,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.8380984352513302,1.0,1.6586236807762176,64.94027232768994,110,110,False
null,local_ess_gate,1.2,89,False,False,x1<0,"[0.86, 1.00]",0.032718285169462784,23.479443051456368,0.34229768834349605,64.94027232768994,110,3,False
null,simultaneous_ci,1.2,89,False,False,x1>1.5 & x2>1.5,"[0.71, 0.86]",0.8380984352513302,1.0,1.6586236807762176,64.94027232768994,110,110,False
planted,naive_max,1.2,89,True,False,x0>0.5,"[0.14, 0.29]",0.7240385147997072,10.59529917508823,0.5095552136692139,64.94027232768994,110,110,True
planted,global_ess_gate,1.2,89,True,False,x0>0.5,"[0.14, 0.29]",0.7240385147997072,10.59529917508823,0.5095552136692139,64.94027232768994,110,110,True
planted,local_ess_gate,1.2,89,True,False,x1>0.5,"[0.14, 0.29]",0.280159048392896,21.452581232687987,0.35810310288505126,64.94027232768994,110,3,False
planted,simultaneous_ci,1.2,89,True,False,x0>0.5,"[0.14, 0.29]",0.7240385147997072,10.59529917508823,0.5095552136692139,64.94027232768994,110,110,True
null,naive_max,1.2,90,True,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6524874487065154,1.8167462318672694,1.2206419561957775,99.96979372249582,100,100,False
null,global_ess_gate,1.2,90,True,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6524874487065154,1.8167462318672694,1.2206419561957775,99.96979372249582,100,100,False
null,local_ess_gate,1.2,90,False,False,x1<0,"[0.14, 0.29]",0.1407792997204006,34.564131561434415,0.27984825476621167,99.96979372249582,100,8,False
null,simultaneous_ci,1.2,90,False,False,x0>1.5 & x1>1.5,"[0.57, 0.71]",0.6524874487065154,1.8167462318672694,1.2206419561957775,99.96979372249582,100,100,False
planted,naive_max,1.2,90,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9385972531700517,3.113616066210211,0.9324013589524743,99.96979372249582,100,100,False
planted,global_ess_gate,1.2,90,True,False,x0>1.5 & x2>1.5,"[0.00, 0.14]",0.9385972531700517,3.113616066210211,0.9324013589524743,99.96979372249582,100,100,False
